"","value"
"1648","ballad,glam rock,pop-rock,pop"
"1649","pop,ballad"
"1650","jazz,screen,tv,soundtrack,cover,r&;b,pop"
"1651","baroque pop,pop-rock,power pop,pop,rock"
"1652","nba,atlanta,basketball,cloud rap,trap,rap"
"1653","cover,rock,pop"
"1654","soundtrack,country,pop"
"1655","soul,neo soul,r&;b,rap"
"1656","pop-rock,pop,glam rock,rock"
"1657","indie,indie pop,indie rock,pop-rock,alternative pop,alternative,punk rock,alternative rock,pop-punk,emo,rock"
"1658","alternative pop,uk,pop"
"1659","rap rock,hip-hop,pop-rock,electronic rock,pop,alternative rock,rock,rap"
"1660","pop,adult alternative,adult contemporary,pop-rock,chamber music,baroque pop,british rock,soundtrack,alternative,uk,alternative rock,rock"
"1661","pop-rock,dance-pop,pop"
"1662","pop country,ballad,country,pop"
"1663","synth rock,new wave,power pop,electro-pop,pop"
"1664","synth-pop,electro-pop,rock"
"1665","alternative,rock,pop"
"1666","power pop,alternative rock,pop-rock,pop,rock"
"1667","pop country,rock,ballad,country"
"1668","rock,pop-rock,indie rock"
"1669","cover,post-hardcore,rock,rap"
"1670","adult alternative,ireland,rock"
"1671","pop,electronic,soul pop,soul,r&;b,rap"
"1672","swing,pop,r&;b"
"1673","alternative r&;b,r&;b,electro-pop,pop,producer"
"1674","folk rock,folk,r&;b,pop"
"1675","blues,uk,soul,pop,rock"
"1676","alternative,screen,soundtrack,pop-rock,emo,alternative rock,rock"
"1677","hard rock,post-grunge,rock"
"1678","ballad,adult contemporary,adult alternative,post-grunge,pop-rock,alternative rock,rock"
"1679","pop,indie,indie pop,indie rock,alternative pop,alternative,punk rock,pop-rock,alternative rock,emo,pop-punk,rock"
"1680","rap,country rap,country"
"1681","hard rock,alternative rock,rock"
"1682","east coast,uk rap,uk,rap"
"1683","rock,r&;b"
"1684","rock,indie pop,indie rock"
"1685","cover,power pop,pop-rock,electro-pop,soundtrack,pop"
"1686","electro-funk,rap"
"1687","electro-pop,rock,pop-rock,pop"
"1688","alternative,alternative rock,pop,pop-rock,rock"
"1689","dmv,eurodance,dance-pop,pop"
"1690","trap,rock,pop,rap"
"1691","post-grunge,alternative rock,rock"
"1692","rock,non-music,alternative rock,soundtrack"
"1693","pop country,ballad,adult contemporary,country,pop"
"1694","adult contemporary,ballad,brit pop,soul pop,uk,r&;b,pop"
"1695","memes,r&;b,rap"
"1696","disney,screen,soundtrack,pop"
"1697","cover,ballad,pop"
"1698","heavy metal,thrash metal,rock"
"1699","new wave,synth-pop,rock"
"1700","latin pop,en espa\xc3\xb1ol,pop"
"1701","soul,pop,r&;b"
"1702","soul,adult alternative,ballad,blues rock,folk,folk rock,singer-songwriter,rock"
"1703","alternative pop,alternative,punk rock,pop-rock,ballad,alternative rock,pop-punk,emo,rock"
"1704","soul pop,neo soul,r&;b,pop"
"1705","rock,pop-rock,dance-pop,pop"
"1706","electro-pop,r&;b,pop"
"1707","indie,indie pop,indie rock,pop,alternative pop,alternative,alternative rock,punk rock,pop-rock,pop-punk,emo,rock"
"1708","rock,alternative rock,pop-punk,pop-rock"
"1709","remix,electro-pop,electronic,dance-pop,dance,pop"
"1710","thrash metal,heavy metal,rock"
"1711","r&;b,pop,soul,rock"
"1712","christian,rap"
"1713","heavy metal,thrash metal,metal,rock"
"1714","soul,soul pop,pop,r&;b"
"1715","country,pop country"
"1716","pop-punk,power pop,alternative rock,rock"
"1717","latin music,reggae,reggaeton,en espa\xc3\xb1ol,pop"
"1718","crunk,pop,electro-pop,rap"
"1719","christian,rock,post-grunge"
"1720","soundtrack,disney,pop,rock"
"1721","alternative,alternative rock,uk,rock"
"1722","jazz fusion,r&;b,dance-pop,dance,pop"
"1723","hip-hop,piano,rap"
"1724","ballad,adult contemporary,remix,hip-hop,pop-rock,r&;b,producer,pop"
"1725","r&;b,electro,pop"
"1726","electro-pop,dance-pop,electro house,house,dance,electronic,pop"
"1727","gospel,folk,pop"
"1728","electro-pop,pop-rock,soundtrack,pop"
"1729","pop,post-grunge,alternative,alternative rock,pop-rock,rock"
"1730","folk rock,folk,pop,psychedelic,psychedelic rock,pop-rock,baroque pop,rock"
"1731","electronic,dance,house,pop"
"1732","hard rock,rock"
"1733","pop,ballad,pop-rock"
"1734","soundtrack,broadway,musicals,pop"
"1735","cover,alternative rock,pop-punk,emo,rock"
"1736","en espa\xc3\xb1ol,rap"
"1737","pop,pop-rock,r&;b,rock"
"1738","dance-pop,pop,r&;b"
"1739","hip-hop,pop"
"1740","uk,art rock,rock"
"1741","alternative,alternative rock,rock"
"1742","alternative rock,pop-punk,rock"
"1743","jamaica,scandinavia,danmark,pop"
"1744","reggae,r&;b,rap"
"1745","pop,psychedelic,soul,psychedelic rock,soul pop,r&;b,rock"
"1746","electronic rock,electro-pop,disney,soundtrack,rock,pop-rock,pop"
"1747","funk,soul,r&;b,pop"
"1748","soul pop,adult contemporary,ballad,pop"
"1749","electronic,dance,electro,pop"
"1750","singer-songwriter,blues rock,jazz fusion,pop-rock,adult alternative,rock"
"1751","american idol,rock"
"1752","indie pop,folk,alternative pop,acoustic,ballad,pop,adult alternative,adult contemporary,singer-songwriter,alternative rock,pop-rock,rock"
"1753","hip-hop,dirty south,dance,crunk,memes,rap"
"1754","classical music,pop"
"1755","soul jazz,soul pop,soul,adult alternative,jazz-funk,jazz,funk,rock,r&;b,uk,alternative,blues"
"1756","soundtrack,gaming,pop-punk,alternative rock,rock"
"1757","dance,r&;b,pop"
"1758","hard rock,heavy metal,google,speed metal,memes,power metal,metal,rock"
"1759","hip-hop,france,pop,electro-hop,electronic,house,producer,rap"
"1760","contemporary folk,folk,folk rock,rock"
"1761","alternative rock,post-grunge,canada,hard rock,rock"
"1762","adult alternative,rock,pop-rock,pop"
"1763","baroque pop,folk,indie rock,rock"
"1764","post-grunge,military,rock"
"1765","children&#39;s music,christmas,rock"
"1766","pop-rock,soundtrack,theme song,pop"
"1767","dance,pop-rock,alternative,alternative rock,hard rock,rock"
"1768","christmas,country,rock"
"1769","alternative,alternative rock,rock,rap"
"1770","hip-hop,jazz rap,producer,rap"
"1771","latin urban,latin pop,pop,latin music,reggaeton,en espa\xc3\xb1ol"
"1772","emo,acoustic,ballad,rock"
"1773","soul pop,r&;b,rap"
"1774","new wave,pop-rock,pop-punk,pop,canada"
"1775","shadyxv,rap,producer"
"1776","singer-songwriter,adult alternative,adult contemporary,blues rock,rock"
"1777","dirty south,hardcore hip-hop,gangsta rap,hip-hop,rap"
"1778","soundtrack,pop-rock,pop,rock"
"1779","emo,alternative,alternative rock,pop-punk,rock"
"1780","alternative metal,alternative rock,hard rock,metal,rock"
"1781","pop,new wave,electronic rock,rock,pop-rock"
"1782","crunk,producer,dirty south,hip-hop,r&;b,rap"
"1783","pop-rock,punk rock,alternative pop,alternative,emo,alternative rock,pop-punk,rock"
"1784","cover,rock"
"1785","new wave,r&;b,pop"
"1786","r&;b,dancehall,pop"
"1787","protest songs,adult contemporary,alternative dance,adult alternative,rock,pop-rock,dance-pop,pop"
"1788","hip-hop,dance,pop,rap"
"1789","boy band,pop"
"1790","ska,doo-wop,pop"
"1791","alternative,rock,alternative rock"
"1792","alternative rock,rock,alternative pop,pop"
"1793","alternative r&;b,adult alternative,pop,funk,soul jazz,soul pop,r&;b,soul,rock"
"1794","alternative rock,protest songs,blues,garage punk,pop-rock,rock,pop"
"1795","pop-rock,pop-punk,canada,pop"
"1796","glam rock,pop,rock"
"1797","dmv,rap,pop"
"1798","beef,portugal,canada,west coast,dance-pop,dance,r&;b,electro-pop,electro,pop,rap"
"1799","hip-hop,r&;b,pop,rap"
"1800","latin pop,r&;b,pop"
"1801","rap,puerto rico,remix,latin urban,latin music,en espa\xc3\xb1ol,reggaeton"
"1802","metal,rock"
"1803","folk,ballad,pop"
"1804","post-grunge,pop,pop-rock,rock"
"1805","protest songs,electronic rock,alternative pop,alternative,alternative rock,pop-rock,punk rock,pop-punk,emo,rock"
"1806","piano,adult contemporary,adult alternative,pop-rock,alternative rock,pop,rock"
"1807","adult alternative,indie pop,uk,reggae,pop"
"1808","metalcore,metal,alternative rock,alternative metal,hard rock,rock"
"1809","synth-pop,alternative rock,rock"
"1810","east coast,atlanta,dirty south,remix,rap"
"1811","dance-pop,soundtrack,electro,pop"
"1812","hard rock,post-grunge,alternative metal,rock"
"1813","uk,power pop,glam rock,pop,rock"
"1814","pop-rock,alternative rock,pop,rock"
"1815","protest songs,singer-songwriter,adult alternative,adult contemporary,pop-rock,soul,blues rock,rock"
"1816","electro-pop,electronic,dance-pop,dance,jamaica,dancehall,pop"
"1817","experimental,electronic,pop"
"1818","pop,latin pop,en espa\xc3\xb1ol,r&;b"
"1819","cover,pop,teen pop,pop-rock"
"1820","indie rock,rock"
"1821","uk,power pop,pop,rock"
"1822","memes,dance-pop,dance,electro-pop,electronic,hip-hop,pop,rap"
"1823","rap,electro-pop,r&;b,pop"
"1824","soul,r&;b,pop"
"1825","adult alternative,alternative rock,indie rock,uk,post-punk,rock"
"1826","hard rock,rock,emo,alternative rock"
"1827","industrial,rock"
"1828","punk rock,hard rock,post-hardcore,emo,alternative rock,pop-punk,rock"
"1829","pop,dance"
"1830","teen pop,pop"
"1831","ballad,adult contemporary,pop-rock,alternative rock,post-grunge,rock"
"1832","disney,soundtrack,r&;b,dance-pop,pop"
"1833","soul jazz,ballad,jazz fusion,adult alternative,adult contemporary,rock,blues,folk,jazz"
"1834","disney,soundtrack,teen pop,pop"
"1835","electro-pop,new wave,electronic rock,dance-pop,pop"
"1836","disney,soundtrack,country,rock"
"1837","cover,ireland,alternative rock,rock"
"1838","pop-punk,power pop,pop-rock,indie rock,rock"
"1839","hip-hop,electronic,shadyxv,rap"
"1840","east coast,jazz rap,rap"
"1841","pop-rock,adult alternative,alternative rock,funk rock,rock"
"1842","alternative pop,alternative,pop-rock,punk rock,alternative rock,emo,pop-punk,rock"
"1843","soundtrack,pop,dance,electro-pop,r&;b,rap"
"1844","hip-hop,rap,dance-pop,pop"
"1845","nu-metal,hard rock,post-grunge,alternative rock,alternative metal,rock"
"1846","adult alternative,adult contemporary,pop-rock,alternative rock,pop,rock"
"1847","alternative pop,alternative r&;b,adult alternative,alternative rock,adult contemporary,electronic,neo soul,soul,soul pop,pop,r&;b,rock"
"1848","punk rock,emo,alternative pop,alternative,alternative rock,pop-rock,pop-punk,rock"
"1849","en espa\xc3\xb1ol,rock"
"1850","adult alternative,adult contemporary,soul pop,neo soul,pop,r&;b"
"1851","dance-pop,synth-pop,r&;b,canada,pop,rap"
"1852","bay area,west coast,rap"
"1853","jamaica,dancehall,rap"
"1854","adult alternative,alternative rock,power pop,pop-rock,pop,rock"
"1855","r&;b,funk,pop"
"1856","rap,pop,r&;b"
"1857","comedy,parody,rock"
"1858","salsa,latin pop,r&;b,pop"
"1859","disney,soundtrack,tv,pop country,cover,country,rock"
"1860","funk,r&;b,rap,pop"
"1861","adult alternative,alternative rock,pop-rock,funk rock,rock"
"1862","uk,singer-songwriter,folk rock,adult contemporary,pop-rock,adult alternative,rock,blue-eyed soul,indie rock"
"1863","adult alternative,pop-rock,alternative rock,psychedelic rock,garage rock,power pop,indie rock,rock"
"1864","pop,remix,r&;b,reggae,dancehall"
"1865","gaming,rap"
"1866","conscious hip-hop,gangsta rap,memes,rap"
"1867","post-hardcore,alternative rock,pop-punk,emo,rock"
"1868","rock,dance,pop"
"1869","uk,screen,soundtrack,r&;b,pop"
"1870","reggae,pop"
"1871","funk,r&;b"
"1872","protest songs,adult alternative,alternative rock,uk,pop,rock"
"1873","latin pop,r&;b,dance-pop,disney,soundtrack,pop"
"1874","r&;b,dance-pop,disney,soundtrack,pop"
"1875","atlanta,dirty south,hip-hop,r&;b,soul,rap"
"1876","rock,m\xc3\xa9xico,en espa\xc3\xb1ol,pop"
"1877","synth-pop,dance-pop,dance,pop"
"1878","dmv,remix,r&;b,rap"
"1879","r&;b,alternative,rap"
"1880","ballad,soundtrack,pop-rock,pop,rock"
"1881","reggae,jamaica,dancehall,rap"
"1882","pop,electro-pop,r&;b,rap"
"1883","soul pop,soul,pop"
"1884","industrial rock,industrial metal,industrial,nu-metal,rock"
"1885","alternative rock,post-grunge,rock"
"1886","rock,space rock,pop-rock"
"1887","pop,puerto rico,latin music,latin pop,latin urban,reggaeton,en espa\xc3\xb1ol,rap"
"1888","memes,electronic,dance,eurodance,pop"
"1889","ireland,pop,soul,rock,r&;b"
"1890","latin pop,reggaeton,latin music,en espa\xc3\xb1ol,rap"
"1891","pop,jazz fusion,acoustic,pop-rock,sing along,soundtrack,screen,folk rock,folk,adult alternative,adult contemporary,rock"
"1892","bay area,crunk,west coast,hyphy,rap"
"1893","ballad,soul,neo soul,soul pop,r&;b"
"1894","alternative pop,alternative,emo,pop-punk,punk rock,pop-rock,alternative rock,rock"
"1895","hip-hop,r&;b,pop"
"1896","crunk,dirty south,hip-hop,rap"
"1897","pop-rock,ballad,pop"
"1898","shadyxv,memes,rap"
"1899","dmv,crunk,r&;b,rap"
"1900","disney,post-grunge,alternative rock,rock,soundtrack,pop-rock,pop"
"1901","emo,pop-punk,pop,alternative rock,rock"
"1902","dance-pop,hip-hop,pop,rap"
"1903","adult alternative,rock,rap,alternative rock,reggae"
"1904","acoustic,hard rock,adult contemporary,alternative rock,post-grunge,pop-rock,memes,rock"
"1905","hip-hop,rap,producer"
"1906","industrial,industrial rock,alternative rock,rock"
"1907","electronica,synth-pop,dance-pop,electronic,disco,dance,pop"
"1908","ballad,uk,pop"
"1909","alternative metal,rock"
"1910","uk,alternative rock,alternative,rock"
"1911","latin urban,latin pop,pop,latin music,en espa\xc3\xb1ol,reggaeton"
"1912","trip-hop,funk rock,alternative,rap rock,hip-hop,indie rock,alternative rock,rap,rock"
"1913","jamaica,pop,dancehall,rap"
"1914","gangsta rap,hardcore hip-hop,east coast,hip-hop,rap"
"1915","uk,electro,pop"
"1916","dance-pop,synth-pop,electronica,electronic,dance,disco,pop"
"1917","pop,electronic,funk,r&;b,rock"
"1918","pop-rock,pop,alternative rock,alternative metal,rock"
"1919","metal,hard rock,metalcore,rock"
"1920","rock,indie rock"
"1921","soul pop,hip-hop,piano,rap,producer"
"1922","adult alternative,emo,alternative rock,ballad,punk rock,rock"
"1923","live,soul,soul pop,pop,r&;b"
"1924","industrial,nu-metal,rock"
"1925","screen,soundtrack,hardcore hip-hop,gangsta rap,east coast,hip-hop,rap"
"1926","broadway,pop,musicals"
"1927","nu-metal,post-grunge,alternative metal,rock"
"1928","pop-punk,emo,alternative,alternative rock,rock"
"1929","dirty south,rap"
"1930","alternative pop,alternative,uk,pop,memes,ballad,alternative rock,rock"
"1931","latin urban,latin music,latin pop,pop,reggaeton,en espa\xc3\xb1ol"
"1932","pop,funk,r&;b,rap"
"1933","electronic rock,alternative rock,rock"
"1934","reggae,hardcore hip-hop,east coast,hip-hop,rap"
"1935","pop,reggaeton,bachata,latin music,en espa\xc3\xb1ol"
"1936","dancehall,r&;b,pop"
"1937","latin pop,en espa\xc3\xb1ol,rock"
"1938","christmas,jazz,pop"
"1939","synth-pop,new wave,pop"
"1940","indie rock,new wave,rock"
"1941","protest songs,soundtrack,pop-rock,alternative rock,punk rock,pop-punk,rock"
"1942","alternative pop,alternative,alternative rock,pop-rock,rock"
"1943","nu-metal,alternative metal,alternative rock,rock"
"1944","emo,alternative rock,rock"
"1945","memes,rap,pop"
"1946","emo,pop-punk,post-punk revival,pop-rock,alternative dance,synth-pop,indie rock,pop,new wave,rock"
"1947","reggae,soundtrack,hip-hop,jamaica,dancehall,rap"
"1948","jamaica,rock,dancehall,reggae,pop"
"1949","electro-pop,pop-rock,pop"
"1950","uk,brit pop,alternative rock,indie rock,rock"
"1951","alternative rock,pop-rock,rock"
"1952","thrash metal,alternative metal,alternative rock,metal,heavy metal,rock"
"1953","industrial,industrial rock,rock"
"1954","musicals,r&;b"
"1955","adult alternative,pop-rock,experimental folk,electronic rock,alternative rock,alternative,rock"
"1956","adult contemporary,adult alternative,alternative rock,punk rock,pop-punk,pop-rock,rock"
"1957","r&;b,pop,latin music,latin urban,puerto rico,reggaeton,en espa\xc3\xb1ol,rap"
"1958","hardcore hip-hop,crunk,dirty south,memes,rap"
"1959","hip-hop,west coast,gangsta rap,conscious hip-hop,rap"
"1960","screen,pop-rock,soundtrack,pop,rock"
"1961","singer-songwriter,island music,adult alternative,acoustic,folk rock,rock"
"1962","en espa\xc3\xb1ol,rock,pop"
"1963","punk rock,pop-punk,rock"
"1964","reggae,pop,rap"
"1965","r&;b,soul"
"1966","latin pop,r&;b"
"1967","adult alternative,alternative rock,pop-rock,rock"
"1968","soundtrack,dirty south,underground hip-hop,hip-hop,rap"
"1969","france,french rap,rap"
"1970","blue-eyed soul,jazz fusion,rock,soul,pop"
"1971","west coast,funk,pop,r&;b,rap"
"1972","hip-hop,conscious hip-hop,piano,fairy tale / nursery rhyme,lullaby,rap"
"1973","pop-punk,post-hardcore,cover,rock"
"1974","memes,rock,indie rock"
"1975","ballad,adult alternative,adult contemporary,pop-rock,rock,pop"
"1976","soundtrack,country,rock"
"1977","alternative,ballad,adult contemporary,adult alternative,piano,pop-rock,alternative rock,uk,rock"
"1978","west coast,memes,producer,rap"
"1979","funk rock,hard rock,producer,adult alternative,soul,alternative rock,rock"
"1980","stoner rock,hard rock,alternative rock,rock"
"1981","electronic rock,dance-pop,pop"
"1982","adult alternative,blues,pop,ballad,singer-songwriter,pop-rock,adult contemporary,blues rock,acoustic,rock"
"1983","rock,soul pop,soul,r&;b"
"1984","cover,parody,comedy,alternative rock,rock"
"1985","pop,pop-rock,canada,rock"
"1986","adult contemporary,pop country,country rap,hip-hop,pop,country,neo soul,r&;b,rap"
"1987","latin urban,hip-hop,rap,puerto rico,latin pop,en espa\xc3\xb1ol,latin music,reggaeton"
"1988","pop-rock,soul,pop,r&;b"
"1989","west coast,r&;b,funk,rap"
"1990","hip-hop,r&;b,rap"
"1991","ballad,neo soul,soul pop,soul,r&;b"
"1992","funk,alternative dance,new wave,electro-pop,pop-rock,pop"
"1993","electronic,indie rock,rock"
"1994","hardcore hip-hop,beef,gangsta rap,east coast,hip-hop,rap"
"1995","dipset,east coast,rap"
"1996","r&;b,soca,calypso,dancehall,reggae"
"1997","christian rock,christian,alternative,alternative rock,rock"
"1998","hip-hop,beef,memes,rap"
"1999","remix,gangsta rap,west coast,rap"
"2000","ballad,neo soul,soul,r&;b"
"2001","puerto rico,hip-hop,latin urban,reggaeton,en espa\xc3\xb1ol,rap"
"2002","pop,canada,rock"
"2003","post-punk revival,new wave,rock"
"2004","post-grunge,nu-metal,metal,alternative metal,rock"
"2005","west coast,pop-punk,pop-rock,alternative rock,punk rock,rock"
"2006","r&;b,soul,jazz,soul jazz,soul pop,pop"
"2007","neo soul,soul,soul pop,producer,r&;b"
"2008","alternative rock,soundtrack,pop,pop-rock,rock"
"2009","pop,soul pop,soul,hip-hop,r&;b,rap"
"2010","pop,synth-pop,new wave"
"2011","pop,reggae,jamaica,rap,dancehall"
"2012","gospel,soul,soul pop,pop,r&;b"
"2013","dirty south,hip-hop,rap,crunk,r&;b,producer"
"2014","screen,soundtrack,pop-rock,alternative rock,rock"
"2015","post-punk revival,rock,uk,indie rock"
"2016","dancehall,pop"
"2017","gospel,conscious hip-hop,christian,rap"
"2018","neo soul,soul pop,soul,r&;b"
"2019","christian rock,christian,post-grunge,alternative,alternative rock,rock"
"2020","adult alternative,alternative rock,rock"
"2021","neo soul,soul pop,soul,pop,r&;b"
"2022","electronic,rap"
"2023","piano,ballad,pop"
"2024","ska,cover,rock"
"2025","reggaeton,dancehall,rap"
"2026","dance,soul pop,soul,r&;b,pop"
"2027","hip-hop,neo soul,soul,r&;b,rap,rock"
"2028","dancehall,hip-hop,rap"
"2029","alternative rock,rap,nu-metal,rock"
"2030","acoustic,piano,baroque pop,adult contemporary,pop-rock,ballad,rock"
"2031","post-grunge,rock"
"2032","pop,alternative rock,post-grunge,canada,rock"
"2033","alternative rock,hard rock,rock"
"2034","atlanta,dirty south,hip-hop,r&;b,pop,rap"
"2035","ballad,hard rock,pop-rock,alternative rock,post-grunge,rock"
"2036","emo,acoustic,adult alternative,alternative rock,ballad,pop-punk,rock"
"2037","acoustic,r&;b,hip-hop,producer,rap"
"2038","rap rock,rock,east coast,hip-hop,rap"
"2039","hip-hop,east coast,rap"
"2040","memes,shadyxv,rap"
"2041","soul,soul pop,neo soul,r&;b"
"2042","pop,ballad,piano,rock"
"2043","adult contemporary,easy listening,gospel,cover,pop,ballad"
"2044","pop-rock,pop,country,rock"
"2045","trip-hop,pop,rock"
"2046","atlanta,dirty south,hip-hop,funk,r&;b,soul,soul pop,pop,rap"
"2047","jamaica,reggae,dancehall,rap"
"2048","alternative metal,alternative,alternative rock,rock"
"2049","house,dance,pop"
"2050","punk rock,indie rock,rock"
"2051","alternative,alternative rock,hip-hop,dirty south,psychedelic,soul pop,r&;b,alternative pop,pop,electronic,soul,rap"
"2052","alternative metal,alternative rock,rock"
"2053","dirty south,soundtrack,soul,funk,r&;b,rap"
"2054","hardcore hip-hop,dirty south,crunk,rap"
"2055","cover,new wave,pop,pop-rock,alternative rock,rock"
"2056","crunk,dirty south,rap"
"2057","alternative metal,post-grunge,rock"
"2058","worship,rock,christian"
"2059","west coast,gangsta rap,rap"
"2060","adult contemporary,adult alternative,alternative rock,pop-rock,rock"
"2061","funk rock,r&;b,rock,pop"
"2062","jamaica,dancehall,pop"
"2063","dirty south,hip-hop,crunk,rap"
"2064","pop-punk,canada,qu\xc3\xa9bec,rock"
"2065","hip-hop,east coast,r&;b,rap"
"2066","dirty south,crunk,rap"
"2067","remix,soundtrack,west coast,gangsta rap,rap"
"2068","grunge,rock"
"2069","synth-pop,electro-pop,electronic,pop"
"2070","screen,soundtrack,dance,pop,r&;b"
"2071","remix,soundtrack,west coast,east coast,rap"
"2072","soul,neo soul,soul pop,r&;b"
"2073","remix,r&;b,soul,soul pop,pop"
"2074","rock,alternative rock,pop-rock"
"2075","nu-metal,alternative rock,rock"
"2076","r&;b,hip-hop,rap"
"2077","alternative rock,pop-punk,punk rock,rock"
"2078","indie rock,alternative,funk rock,alternative rock,pop-rock,rock,pop"
"2079","pop,soul,r&;b"
"2080","adult alternative,adult contemporary,pop-rock,rock"
"2081","christian pop,australia,live,worship,christian,pop"
"2082","beef,hardcore hip-hop,gangsta rap,east coast,hip-hop,rap"
"2083","gospel,pop"
"2084","rap rock,alternative rock,rap,nu-metal,rock"
"2085","hardcore hip-hop,crunk,dirty south,rap"
"2086","producer,cover,adult contemporary,pop-rock,pop country,rock,country,pop"
"2087","funk,pop,rap,r&;b"
"2088","alternative rock,skate punk,pop-rock,punk rock,cover,pop-punk,rock,pop"
"2089","gangsta rap,calypso,east coast,shadyxv,rap"
"2090","hip-hop,producer,pop,r&;b,rap"
"2091","soul,adult contemporary,pop,r&;b"
"2092","garage punk,punk rock,screen,soundtrack,pop-punk,rock"
"2093","rock,adult contemporary,soul pop,ballad,pop-rock,pop"
"2094","funk,neo soul,soul,r&;b"
"2095","metal,alternative metal,gothic rock,gothic metal,memes,nu-metal,rock"
"2096","pop,electro-pop,jamaica,dancehall"
"2097","alternative metal,nu-metal,rock"
"2098","blues rock,garage rock,adult alternative,alternative rock,pop-rock,rock,pop"
"2099","art rock,blues rock,rock"
"2100","r&;b,pop-rock,pop,rock"
"2101","pop,reggae,jamaica,dancehall"
"2102","electro-pop,electronic,pop"
"2103","pop-rock,power pop,rock"
"2104","rock,nu-metal,alternative metal"
"2105","gospel,country"
"2106","remix,gangsta rap,rap"
"2107","jamaica,dancehall,r&;b"
"2108","hip-hop,memes,producer,east coast,gangsta rap,shadyxv,rap"
"2109","rap rock,alternative rock,nu-metal,rock,rap"
"2110","electronic,pop,rock"
"2111","adult contemporary,ballad,pop country,pop-rock,producer,singer-songwriter,country,rock"
"2112","adult alternative,alternative,alternative rock,rock"
"2113","adult alternative,adult contemporary,piano,british rock,pop-rock,uk,alternative,alternative rock,rock"
"2114","soul pop,r&;b,west coast,hip-hop,rap"
"2115","hip-hop,east coast,gangsta rap,hardcore hip-hop,rap"
"2116","m\xc3\xa9xico,rock"
"2117","pop,ballad,canada,rock"
"2118","pop-punk,pop-rock,pop,rock"
"2119","heavy metal,nu-metal,alternative rock,alternative metal,hard rock,rock"
"2120","rock,pop,canada"
"2121","boy band,hip-hop,pop,r&;b,rap"
"2122","conscious hip-hop,east coast,rap"
"2123","pop-punk,pop,rock"
"2124","hardcore hip-hop,gangsta rap,hip-hop,east coast,screen,marvel,soundtrack,memes,rap"
"2125","\xd0\xa0\xd0\xbe\xd1\x81\xd1\x81\xd0\xb8\xd1\x8f (russia),pop-rock,pop,rock"
"2126","stoner rock,alternative rock,hard rock,rock"
"2127","pop,electronic rock,electronic,rock"
"2128","ballad,cover,piano,adult alternative,adult contemporary,soul jazz,jazz fusion,pop-rock,rock,pop,jazz,country"
"2129","adult contemporary,adult alternative,cover,pop-rock,rock,pop"
"2130","pop,soul pop,r&;b"
"2131","remix,r&;b,soul,rap"
"2132","east coast,shadyxv,rap"
"2133","alternative metal,hard rock,rock"
"2134","pop,country,rock"
"2135","hip-hop,soul pop,soul,neo soul,r&;b"
"2136","crunk,hip-hop,rap"
"2137","jamaica,ska,reggae,pop,alternative rock,rock"
"2138","rock,pop,soul pop,soul,r&;b"
"2139","gangsta rap,east coast,hip-hop,rap"
"2140","trance,eurodance,electronic,pop"
"2141","acoustic,rock"
"2142","neo soul,soul,r&;b,rap"
"2143","rap rock,hip-hop,screen,soundtrack,shadyxv,rap"
"2144","gangsta rap,hardcore hip-hop,hip-hop,east coast,rap"
"2145","trip-hop,electro-pop,electro house,electronic,downtempo,house,pop"
"2146","hard rock,post-grunge,alternative rock,rock"
"2147","alternative metal,heavy metal,rock"
"2148","american idol,ballad,pop"
"2149","disco,dance-pop,pop"
"2150","neo soul,soul,hip-hop,pop,r&;b,rap"
"2151","pop-rock,rock,memes,canada,pop"
"2152","pop-rock,ballad,pop,rock"
"2153","canada,pop,rock,pop-rock"
"2154","nu-metal,experimental rock,heavy metal,metal,alternative rock,rock"
"2155","horrorcore,shadyxv,rap"
"2156","singer-songwriter,pop,rock"
"2157","adult alternative,easy listening,folk rock,pop-rock,singer-songwriter,rock"
"2158","nu-metal,rock"
"2159","funk,hip-hop,go-go,pop,rap"
"2160","adult alternative,producer,singer-songwriter,adult contemporary,pop-rock,pop,country,rock"
"2161","power pop,emo,alternative rock,pop-punk,rock"
"2162","funk rock,alternative rock,rock"
"2163","r&;b,reggae,soul pop,pop,dancehall,rap"
"2164","alternative rock,marvel,screen,soundtrack,post-grunge,rock"
"2165","house,electronic,dance-pop,pop"
"2166","adult alternative,singer-songwriter,adult contemporary,heartland rock,rock"
"2167","hip-hop,east coast,hardcore hip-hop,gangsta rap,gaming,soundtrack,rap"
"2168","rap,nu-metal,rock"
"2169","pop,remix,r&;b,rap"
"2170","indie rock,punk rock,soundtrack,alternative rock,garage punk,rock"
"2171","satire,rap"
"2172","electronic,dance,electro house,pop"
"2173","screen,soundtrack,pop,rock"
"2174","alternative rock,hard rock,post-grunge,rock"
"2175","funk,funk rock,dance-pop,dance,electronic rock,pop,rock"
"2176","soul,soul pop,pop,r&;b,rap"
"2177","metal,hard rock,alternative metal,nu-metal,rock"
"2178","neo soul,soul pop,soul,hip-hop,pop,r&;b"
"2179","alternative rock,nu-metal,heavy metal,alternative metal,metal,rock"
"2180","dirty south,alternative,hip-hop,rap"
"2181","nu-metal,alternative metal,rock"
"2182","latin pop,dance-pop,pop"
"2183","remix,rap,pop,r&;b"
"2184","alternative rock,alternative metal,rap rock,rock,rap"
"2185","australia,dance-pop,electronic,dance,pop"
